officerNumber,firstName,middleName,lastName,rank,workStatus,endDate,sex,race,hireDate,bureau,district,windowsUsername,employeeType,supervisorOfficerNumber
4211,Keaton,M,Sawayn,SCHOOL CROSSING GUARD,Terminated,2003-04-06,F,Black / African American,2002-12-08,FOB - Field Operations Bureau,NULL,15255,Non-Commissioned,NULL
4210,Mariah,U,Crona,SCHOOL CROSSING GUARD,Terminated,2001-06-03,F,Black / African American,1987-06-15,FOB - Field Operations Bureau,NULL,8077,Non-Commissioned,NULL
4209,Else,W,Ratke,SCHOOL CROSSING GUARD,Terminated,2005-01-23,F,Black / African American,2004-09-05,FOB - Field Operations Bureau,NULL,17269,Non-Commissioned,NULL
4208,Leonard,Q,Schowalter,SCHOOL CROSSING GUARD,Terminated,2003-12-14,M,Black / African American,1996-09-13,FOB - Field Operations Bureau,NULL,8500,Non-Commissioned,NULL
4207,Lilly,C,Ernser,SCHOOL CROSSING GUARD,Terminated,2000-01-16,M,Black / African American,1991-08-17,FOB - Field Operations Bureau,NULL,9979,Non-Commissioned,NULL
4206,Corene,B,Gerhold,SCHOOL CROSSING GUARD,Terminated,2003-12-28,M,Black / African American,2003-09-14,FOB - Field Operations Bureau,NULL,16141,Non-Commissioned,NULL
4205,Fanny,J,Dicki,SCHOOL CROSSING GUARD,Terminated,2000-01-16,M,Black / African American,1992-04-13,FOB - Field Operations Bureau,NULL,6579,Non-Commissioned,NULL
4204,Jaunita,M,Mayert,SCHOOL CROSSING GUARD,Terminated,2005-10-14,M,Black / African American,2001-11-08,FOB - Field Operations Bureau,NULL,14066,Non-Commissioned,NULL
4203,Wilfredo,B,Wisozk,SCHOOL CROSSING GUARD,Terminated,2005-04-03,F,Black / African American,2002-08-18,FOB - Field Operations Bureau,NULL,15031,Non-Commissioned,NULL
4202,Lucius,G,Cartwright,SCHOOL CROSSING GUARD,Terminated,2000-01-16,F,White,1994-01-16,FOB - Field Operations Bureau,NULL,6509,Non-Commissioned,NULL
4201,Dock,M,Turner,SCHOOL CROSSING GUARD,Terminated,2005-05-01,F,Black / African American,2000-10-22,FOB - Field Operations Bureau,NULL,12904,Non-Commissioned,NULL
4200,Emile,A,Borer,SCHOOL CROSSING GUARD,Terminated,2005-05-01,F,Black / African American,2002-02-20,FOB - Field Operations Bureau,NULL,14204,Non-Commissioned,NULL
4199,Euna,Q,Bartell,SCHOOL CROSSING GUARD,Active,NULL,F,Black / African American,2000-08-24,FOB - Field Operations Bureau,NULL,12842,Non-Commissioned,3347
4198,Sterling,C,Kirlin,SCHOOL CROSSING GUARD,Terminated,2000-01-16,F,Black / African American,1993-05-02,FOB - Field Operations Bureau,NULL,10287,Non-Commissioned,NULL
4197,Brandt,F,Keeling,SCHOOL CROSSING GUARD,Terminated,2000-01-16,F,Black / African American,1992-08-30,FOB - Field Operations Bureau,NULL,6477,Non-Commissioned,NULL
4196,Milo,R,Wolff,SCHOOL CROSSING GUARD,Terminated,2005-10-14,M,Black / African American,1995-09-08,FOB - Field Operations Bureau,NULL,7505,Non-Commissioned,NULL
4195,Maxie,J,Rutherford,SCHOOL CROSSING GUARD,Terminated,2005-05-01,F,Black / African American,2000-10-22,FOB - Field Operations Bureau,NULL,12923,Non-Commissioned,NULL
4194,Nicola,E,Bergstrom,SCHOOL CROSSING GUARD,Terminated,2005-05-15,F,Black / African American,2003-09-14,FOB - Field Operations Bureau,NULL,16146,Non-Commissioned,NULL
4193,Elwin,W,Green,SCHOOL CROSSING GUARD,Terminated,2005-10-14,F,Black / African American,2004-09-05,FOB - Field Operations Bureau,NULL,17230,Non-Commissioned,NULL
4192,Craig,N,Sawayn,SCHOOL CROSSING GUARD,Terminated,2002-12-01,F,Black / African American,1989-08-21,FOB - Field Operations Bureau,NULL,9644,Non-Commissioned,NULL
4191,Dereck,L,D'Amore,SCHOOL CROSSING GUARD,Terminated,1999-12-05,F,Black / African American,1990-09-16,FOB - Field Operations Bureau,NULL,7525,Non-Commissioned,NULL
4190,Aracely,L,Emard,SCHOOL CROSSING GUARD,Terminated,2001-01-28,F,Black / African American,2000-12-31,FOB - Field Operations Bureau,NULL,12999,Non-Commissioned,NULL
4189,Marques,D,Shields,SCHOOL CROSSING GUARD,Terminated,2002-08-25,F,Black / African American,2001-08-20,FOB - Field Operations Bureau,NULL,13899,Non-Commissioned,NULL
4188,Keagan,W,Hyatt,SCHOOL CROSSING GUARD,Terminated,2005-10-14,F,Black / African American,2003-08-17,FOB - Field Operations Bureau,NULL,16087,Non-Commissioned,NULL
4187,Wilburn,G,Kautzer,SCHOOL CROSSING GUARD,Terminated,2001-10-07,F,Black / African American,1999-03-14,FOB - Field Operations Bureau,NULL,10492,Non-Commissioned,NULL
4186,Olga,T,Osinski,SCHOOL CROSSING GUARD,Terminated,2004-12-12,F,Black / African American,2004-09-05,FOB - Field Operations Bureau,NULL,17271,Non-Commissioned,NULL
4185,Stevie,R,Funk,SCHOOL CROSSING GUARD,Terminated,2000-06-04,F,Black / African American,1995-07-03,FOB - Field Operations Bureau,NULL,6386,Non-Commissioned,NULL
4184,Frankie,P,Kassulke,SCHOOL CROSSING GUARD,Terminated,2005-05-01,F,Black / African American,1980-11-16,FOB - Field Operations Bureau,NULL,10259,Non-Commissioned,NULL
4183,Lolita,Y,Rogahn,SCHOOL CROSSING GUARD,Terminated,2003-10-19,F,Black / African American,2001-10-11,FOB - Field Operations Bureau,NULL,14038,Non-Commissioned,NULL
4182,Nikita,R,Kreiger,SCHOOL CROSSING GUARD,Terminated,2000-01-16,F,Black / African American,1996-08-28,FOB - Field Operations Bureau,NULL,6166,Non-Commissioned,NULL
4181,Jedediah,V,Ortiz,SCHOOL CROSSING GUARD,Terminated,2005-10-14,F,Black / African American,2003-11-03,FOB - Field Operations Bureau,NULL,16231,Non-Commissioned,NULL
4180,Orin,B,Langworth,SCHOOL CROSSING GUARD,Terminated,2001-04-22,Unknown Sex,Unknown Race,2000-08-27,FOB - Field Operations Bureau,NULL,12807,Non-Commissioned,NULL
4179,Joyce,C,Schinner,SCHOOL CROSSING GUARD,Terminated,2004-12-05,F,Asian / Pacific Islander,1997-04-17,FOB - Field Operations Bureau,NULL,8944,Non-Commissioned,NULL
4178,Perry,J,Kunze,SCHOOL CROSSING GUARD,Terminated,1997-11-14,F,Black / African American,1995-03-19,NULL,NULL,7918,Non-Commissioned,NULL
4177,Jaren,L,Beahan,SCHOOL CROSSING GUARD,Terminated,2005-10-14,F,Black / African American,1972-09-05,FOB - Field Operations Bureau,NULL,8316,Non-Commissioned,NULL
4176,Christa,U,Mraz,SCHOOL CROSSING GUARD,Terminated,2005-10-14,Unknown Sex,Unknown Race,2004-09-05,FOB - Field Operations Bureau,NULL,17226,Non-Commissioned,NULL
4175,Herminia,C,Howell,SCHOOL CROSSING GUARD,Terminated,2005-10-14,F,Black / African American,1994-10-30,FOB - Field Operations Bureau,NULL,10391,Non-Commissioned,NULL
4174,Macy,O,Ratke,SCHOOL CROSSING GUARD,Terminated,2005-10-14,F,Black / African American,1990-11-19,FOB - Field Operations Bureau,NULL,9637,Non-Commissioned,NULL
4173,Richard,R,Schmidt,SCHOOL CROSSING GUARD,Terminated,2005-05-15,F,Black / African American,2004-04-22,FOB - Field Operations Bureau,NULL,16548,Non-Commissioned,NULL
4172,Kiana,M,Turner,SCHOOL CROSSING GUARD,Terminated,2000-01-16,M,White,1988-01-10,FOB - Field Operations Bureau,NULL,6075,Non-Commissioned,NULL
4171,Gabriel,U,Gerlach,SCHOOL CROSSING GUARD,Terminated,2005-10-14,F,Black / African American,2003-10-03,FOB - Field Operations Bureau,NULL,16195,Non-Commissioned,NULL
4170,Savannah,B,Senger,SCHOOL CROSSING GUARD,Terminated,1998-05-30,F,Black / African American,1997-08-31,NULL,NULL,7642,Non-Commissioned,NULL
4169,Tremaine,S,Quitzon,SCHOOL CROSSING GUARD,Terminated,2005-05-01,F,Black / African American,1999-04-25,FOB - Field Operations Bureau,NULL,10514,Non-Commissioned,NULL
4168,Daija,N,Anderson,SCHOOL CROSSING GUARD,Terminated,2005-05-01,F,Black / African American,2000-08-27,FOB - Field Operations Bureau,NULL,12810,Non-Commissioned,NULL
4167,Alfreda,I,Connelly,SCHOOL CROSSING GUARD,Terminated,2001-04-22,F,Black / African American,1990-09-16,FOB - Field Operations Bureau,NULL,7843,Non-Commissioned,NULL
4166,Jeffery,O,Bergstrom,SCHOOL CROSSING GUARD,Terminated,2005-10-14,F,Asian / Pacific Islander,1999-08-25,FOB - Field Operations Bureau,NULL,11358,Non-Commissioned,NULL
4165,Rossie,V,Waters,SCHOOL CROSSING GUARD,Terminated,2005-10-14,F,Black / African American,1998-09-13,FOB - Field Operations Bureau,NULL,7617,Non-Commissioned,NULL
4164,Katarina,I,Haley,SCHOOL CROSSING GUARD,Terminated,2000-01-16,F,Black / African American,1998-08-16,FOB - Field Operations Bureau,NULL,9177,Non-Commissioned,NULL
4163,Nella,D,Kshlerin,SCHOOL CROSSING GUARD,Terminated,2000-01-16,F,Black / African American,1996-03-11,FOB - Field Operations Bureau,NULL,8070,Non-Commissioned,NULL
4162,Joy,P,Gleichner,SCHOOL CROSSING GUARD,Terminated,2005-10-14,F,Hispanic,2002-02-20,FOB - Field Operations Bureau,NULL,14206,Non-Commissioned,NULL
4161,Osborne,Q,Runte,SCHOOL CROSSING GUARD,Terminated,2001-02-11,F,Black / African American,2000-11-05,FOB - Field Operations Bureau,NULL,12916,Non-Commissioned,NULL
4160,Chandler,N,Rosenbaum,SCHOOL CROSSING GUARD,Terminated,2005-05-01,F,Black / African American,2003-10-03,FOB - Field Operations Bureau,NULL,16192,Non-Commissioned,NULL
4159,Caleb,B,Rogahn,SCHOOL CROSSING GUARD,Terminated,2000-01-16,F,Black / African American,1999-03-14,FOB - Field Operations Bureau,NULL,10493,Non-Commissioned,NULL
4158,Johanna,Z,Runolfsson,SCHOOL CROSSING GUARD,Terminated,2005-10-14,F,Black / African American,2004-02-10,FOB - Field Operations Bureau,NULL,16408,Non-Commissioned,NULL
4157,Romaine,O,Bruen,SCHOOL CROSSING GUARD,Terminated,2003-11-16,F,Black / African American,2003-11-03,FOB - Field Operations Bureau,NULL,16230,Non-Commissioned,NULL
4156,Junius,C,Nienow,SCHOOL CROSSING GUARD,Terminated,2004-12-05,F,Black / African American,2002-10-06,FOB - Field Operations Bureau,NULL,15114,Non-Commissioned,NULL
4155,Verona,H,Schaefer,SCHOOL CROSSING GUARD,Terminated,2009-12-20,F,Black / African American,2009-08-16,FOB - Field Operations Bureau,NULL,20225,Non-Commissioned,NULL
4154,Jerry,N,Kling,SCHOOL CROSSING GUARD,Terminated,2001-04-22,F,Black / African American,1998-11-08,FOB - Field Operations Bureau,NULL,9784,Non-Commissioned,NULL
4153,Mose,I,Marquardt,SCHOOL CROSSING GUARD,Terminated,1998-05-05,F,Black / African American,1997-09-17,NULL,NULL,7661,Non-Commissioned,NULL
4152,Shane,I,Kling,SCHOOL CROSSING GUARD,Terminated,2004-08-22,F,Black / African American,2003-09-14,FOB - Field Operations Bureau,NULL,16153,Non-Commissioned,NULL
4151,Kim,C,Monahan,SCHOOL CROSSING GUARD,Terminated,2003-04-06,Unknown Sex,Unknown Race,2002-10-06,FOB - Field Operations Bureau,NULL,15113,Non-Commissioned,NULL
4150,Hosea,G,Mraz,SCHOOL CROSSING GUARD,Terminated,2005-10-14,F,Black / African American,2004-02-10,FOB - Field Operations Bureau,NULL,16406,Non-Commissioned,NULL
4149,Jayden,X,Hoeger,SCHOOL CROSSING GUARD,Terminated,2001-04-22,F,Black / African American,1998-03-29,FOB - Field Operations Bureau,NULL,10203,Non-Commissioned,NULL
4148,Magdalen,B,Keebler,SCHOOL CROSSING GUARD,Terminated,2005-05-01,F,Black / African American,2005-01-09,FOB - Field Operations Bureau,NULL,17446,Non-Commissioned,NULL
4147,Vanessa,P,Orn,SCHOOL CROSSING GUARD,Terminated,2000-01-16,F,Black / African American,1998-09-27,FOB - Field Operations Bureau,NULL,7981,Non-Commissioned,NULL
4146,Rosetta,R,O'Conner,SCHOOL CROSSING GUARD,Terminated,2005-10-14,F,Black / African American,1992-04-13,FOB - Field Operations Bureau,NULL,8884,Non-Commissioned,NULL
4145,Demetrius,K,Fritsch,SCHOOL CROSSING GUARD,Terminated,2005-03-20,F,Black / African American,1990-04-03,FOB - Field Operations Bureau,NULL,8245,Non-Commissioned,NULL
4144,Elenor,B,Murray,SCHOOL CROSSING GUARD,Terminated,2008-08-17,F,Black / African American,1990-08-19,FOB - Field Operations Bureau,NULL,6307,Non-Commissioned,NULL
4143,Malachi,G,Satterfield,SCHOOL CROSSING GUARD,Terminated,2000-01-16,F,Black / African American,1990-09-16,FOB - Field Operations Bureau,NULL,6592,Non-Commissioned,NULL
4142,Russell,K,McDermott,SCHOOL CROSSING GUARD,Terminated,2005-05-01,F,Black / African American,1991-08-17,FOB - Field Operations Bureau,NULL,9474,Non-Commissioned,NULL
4141,Claudia,S,Muller,SCHOOL CROSSING GUARD,Terminated,2001-05-06,F,Black / African American,2000-10-08,FOB - Field Operations Bureau,NULL,12852,Non-Commissioned,NULL
4140,Alaina,X,Gaylord,SCHOOL CROSSING GUARD,Terminated,2005-10-14,F,Black / African American,2004-09-05,FOB - Field Operations Bureau,NULL,17272,Non-Commissioned,NULL
4139,Casandra,H,Effertz,SCHOOL CROSSING GUARD,Terminated,2003-12-14,F,Black / African American,1994-08-14,FOB - Field Operations Bureau,NULL,8283,Non-Commissioned,NULL
4138,Kaleigh,H,Hirthe,SCHOOL CROSSING GUARD,Active,NULL,M,Black / African American,2010-08-22,FOB - Field Operations Bureau,NULL,20838,Non-Commissioned,3347
4137,Kenya,Y,Crooks,SCHOOL CROSSING GUARD,Terminated,2000-01-16,F,Black / African American,1986-09-02,FOB - Field Operations Bureau,NULL,6816,Non-Commissioned,NULL
4136,Elenor,C,Davis,SCHOOL CROSSING GUARD,Terminated,2001-07-01,F,Black / African American,1996-08-28,FOB - Field Operations Bureau,NULL,8375,Non-Commissioned,NULL
4135,Jaquelin,N,Zulauf,SCHOOL CROSSING GUARD,Terminated,2002-12-29,F,Black / African American,2001-11-27,FOB - Field Operations Bureau,NULL,14106,Non-Commissioned,NULL
4134,Braulio,F,Rice,SCHOOL CROSSING GUARD,Terminated,2005-05-01,M,Black / African American,2000-12-03,FOB - Field Operations Bureau,NULL,12953,Non-Commissioned,NULL
4133,Stephon,T,Moore,SCHOOL CROSSING GUARD,Terminated,1998-05-30,F,Black / African American,1997-02-03,NULL,NULL,8638,Non-Commissioned,NULL
4132,Cassandra,S,Marks,SCHOOL CROSSING GUARD,Terminated,1998-05-30,F,Black / African American,1996-10-21,NULL,NULL,7637,Non-Commissioned,NULL
4131,Gunnar,H,Brown,SCHOOL CROSSING GUARD,Terminated,2000-01-16,M,Black / African American,1997-12-05,FOB - Field Operations Bureau,NULL,9042,Non-Commissioned,NULL
4130,Marquise,H,Emmerich,SCHOOL CROSSING GUARD,Terminated,2001-04-22,F,Black / African American,2001-02-09,FOB - Field Operations Bureau,NULL,13048,Non-Commissioned,NULL
4129,Clementina,M,Williamson,SCHOOL CROSSING GUARD,Terminated,2005-05-01,F,Black / African American,2003-09-14,FOB - Field Operations Bureau,NULL,16154,Non-Commissioned,NULL
4128,Elijah,U,Veum,SCHOOL CROSSING GUARD,Terminated,2000-01-16,F,Black / African American,1989-08-02,FOB - Field Operations Bureau,NULL,9167,Non-Commissioned,NULL
4127,Carissa,U,Gerlach,SCHOOL CROSSING GUARD,Terminated,2001-04-22,M,Black / African American,1994-10-23,FOB - Field Operations Bureau,NULL,6935,Non-Commissioned,NULL
4126,Piper,X,Stamm,SCHOOL CROSSING GUARD,Terminated,2003-12-14,F,Black / African American,2003-03-02,FOB - Field Operations Bureau,NULL,15345,Non-Commissioned,NULL
4125,Cecilia,S,Hilll,SCHOOL CROSSING GUARD,Terminated,2003-03-23,F,Black / African American,2000-01-16,FOB - Field Operations Bureau,NULL,11690,Non-Commissioned,NULL
4124,Filomena,J,Gusikowski,SCHOOL CROSSING GUARD,Terminated,2003-04-06,F,Black / African American,1987-08-30,FOB - Field Operations Bureau,NULL,7877,Non-Commissioned,NULL
4123,Ophelia,F,Mohr,SCHOOL CROSSING GUARD,Terminated,2005-10-14,F,Black / African American,1995-01-01,FOB - Field Operations Bureau,NULL,7312,Non-Commissioned,NULL
4122,Jillian,W,Bernier,SCHOOL CROSSING GUARD,Terminated,2000-05-07,F,Black / African American,1996-06-10,FOB - Field Operations Bureau,NULL,9838,Non-Commissioned,NULL
4121,Teresa,S,Adams,SCHOOL CROSSING GUARD,Terminated,2000-01-16,F,Black / African American,1989-05-28,FOB - Field Operations Bureau,NULL,8616,Non-Commissioned,NULL
4120,Lois,A,Jast,SCHOOL CROSSING GUARD,Terminated,2003-12-28,F,Black / African American,1997-08-28,FOB - Field Operations Bureau,NULL,7889,Non-Commissioned,NULL
4119,Yasmine,Y,Murphy,SCHOOL CROSSING GUARD,Terminated,2003-12-28,Unknown Sex,Unknown Race,2003-10-03,FOB - Field Operations Bureau,NULL,16206,Non-Commissioned,NULL
4118,Alexandra,V,Douglas,SCHOOL CROSSING GUARD,Terminated,2005-10-14,F,White,2005-01-09,FOB - Field Operations Bureau,NULL,17440,Non-Commissioned,NULL
4117,Rebecca,Q,Dibbert,SCHOOL CROSSING GUARD,Terminated,2000-01-03,F,Black / African American,1998-11-08,FOB - Field Operations Bureau,NULL,8718,Non-Commissioned,NULL
4116,Geoffrey,X,Macejkovic,SCHOOL CROSSING GUARD,Terminated,2001-04-22,F,Black / African American,1999-09-26,FOB - Field Operations Bureau,NULL,11508,Non-Commissioned,NULL
4115,Darion,W,Trantow,SCHOOL CROSSING GUARD,Terminated,2000-01-02,F,Black / African American,1992-03-15,FOB - Field Operations Bureau,NULL,9385,Non-Commissioned,209
4114,Orlando,B,Bruen,SCHOOL CROSSING GUARD,Terminated,2005-05-15,F,Black / African American,2001-08-27,FOB - Field Operations Bureau,NULL,13919,Non-Commissioned,NULL
4113,Mohammad,Q,Turcotte,SCHOOL CROSSING GUARD,Terminated,2005-05-01,F,Black / African American,1996-09-29,FOB - Field Operations Bureau,NULL,7662,Non-Commissioned,NULL
4112,Abner,G,Kertzmann,SCHOOL CROSSING GUARD,Terminated,2004-08-22,F,Black / African American,2002-12-08,FOB - Field Operations Bureau,NULL,15256,Non-Commissioned,NULL
4111,Maxie,P,Kessler,SCHOOL CROSSING GUARD,Terminated,2005-05-15,M,Black / African American,1997-08-26,FOB - Field Operations Bureau,NULL,7270,Non-Commissioned,NULL
4110,German,X,Ledner,SCHOOL CROSSING GUARD,Terminated,1998-05-30,F,Black / African American,1997-01-13,NULL,NULL,10055,Non-Commissioned,NULL
4109,Carmella,M,Schiller,SCHOOL CROSSING GUARD,Terminated,2003-02-09,F,Asian / Pacific Islander,1999-08-25,FOB - Field Operations Bureau,NULL,11414,Non-Commissioned,NULL
4108,Viviane,N,Marvin,SCHOOL CROSSING GUARD,Terminated,2000-01-16,F,Black / African American,1987-08-30,FOB - Field Operations Bureau,NULL,8815,Non-Commissioned,NULL
4107,Sarai,M,Nikolaus,SCHOOL CROSSING GUARD,Terminated,2003-01-12,F,White,2002-09-08,FOB - Field Operations Bureau,NULL,15072,Commissioned,NULL
4106,Sadye,N,Sawayn,SCHOOL CROSSING GUARD,Terminated,1997-10-03,F,Black / African American,1996-09-10,NULL,NULL,6902,Non-Commissioned,NULL
4105,Adolfo,A,Zulauf,SCHOOL CROSSING GUARD,Terminated,2001-03-25,F,Black / African American,2000-11-05,FOB - Field Operations Bureau,NULL,12917,Non-Commissioned,NULL
4104,Hellen,R,Rogahn,SCHOOL CROSSING GUARD,Terminated,2004-05-30,F,Black / African American,2001-11-27,FOB - Field Operations Bureau,NULL,14111,Non-Commissioned,NULL
4103,Anabel,D,Collins,SCHOOL CROSSING GUARD,Terminated,2000-01-16,F,Black / African American,1991-02-24,FOB - Field Operations Bureau,NULL,8116,Non-Commissioned,NULL
4102,Novella,E,Kunze,SCHOOL CROSSING GUARD,Terminated,1998-05-30,F,Black / African American,1996-10-09,NULL,NULL,8817,Non-Commissioned,NULL
4101,Mortimer,P,Veum,SCHOOL CROSSING GUARD,Terminated,2005-05-01,F,Black / African American,1996-12-02,FOB - Field Operations Bureau,NULL,9270,Non-Commissioned,NULL
4100,Gretchen,U,Flatley,SCHOOL CROSSING GUARD,Terminated,2005-05-01,F,Black / African American,1994-10-23,FOB - Field Operations Bureau,NULL,6590,Non-Commissioned,NULL
4099,Mariah,M,Bergstrom,SCHOOL CROSSING GUARD,Terminated,2005-10-14,F,Black / African American,1989-07-31,FOB - Field Operations Bureau,NULL,7863,Non-Commissioned,NULL
4098,Jarred,L,Metz,SCHOOL CROSSING GUARD,Terminated,2005-10-14,F,Black / African American,1991-02-24,FOB - Field Operations Bureau,NULL,6906,Non-Commissioned,NULL
4097,Kelton,X,Batz,SCHOOL CROSSING GUARD,Terminated,2000-01-16,F,Black / African American,1994-10-16,FOB - Field Operations Bureau,NULL,10206,Non-Commissioned,NULL
4096,Reina,X,Kertzmann,SCHOOL CROSSING GUARD,Terminated,2004-11-22,M,Black / African American,2003-10-03,FOB - Field Operations Bureau,NULL,16204,Non-Commissioned,NULL
4095,Leopold,M,Ferry,SCHOOL CROSSING GUARD,Terminated,2001-04-22,F,Black / African American,1995-01-15,FOB - Field Operations Bureau,NULL,6310,Non-Commissioned,NULL
4094,Roselyn,W,Kertzmann,SCHOOL CROSSING GUARD,Terminated,2003-12-14,F,Black / African American,2003-10-03,FOB - Field Operations Bureau,NULL,16199,Non-Commissioned,NULL
4093,Genoveva,B,Pollich,SCHOOL CROSSING GUARD,Terminated,1997-02-21,F,Black / African American,1996-11-14,NULL,NULL,8808,Non-Commissioned,NULL
4092,Alva,V,Smith,SCHOOL CROSSING GUARD,Terminated,2005-10-14,F,Black / African American,1998-11-22,FOB - Field Operations Bureau,NULL,7146,Non-Commissioned,NULL
4091,Lonnie,F,Christiansen,PROTECTIVE SERVICES OFFICER IV,Terminated,2008-04-27,M,White,1974-06-24,MSB - Management Service Bureau,NULL,6619,Commissioned,NULL
4090,Evert,K,Bins,PROTECTIVE SERVICES OFFICER IV,Retired,2000-04-23,F,Black / African American,1969-10-13,MSB - Management Service Bureau,NULL,6262,Commissioned,NULL
4089,Kristoffer,B,Predovic,PROTECTIVE SERVICES OFFICER IV,Retired,2007-04-15,M,White,1972-03-30,MSB - Management Service Bureau,NULL,8325,Commissioned,NULL
4088,Colton,T,Waters,PROTECTIVE SERVICES OFFICER IV,Retired,2003-03-09,F,Black / African American,1969-10-27,ISB - Investigations and Support Bureau,NULL,8215,Commissioned,NULL
4087,Ivory,G,Gleichner,PROTECTIVE SERVICES OFFICER IV,Deceased,2005-01-09,M,White,1975-04-21,MSB - Management Service Bureau,NULL,10172,Commissioned,NULL
4086,Trey,F,Wiegand,PROTECTIVE SERVICES OFFICER IV,Retired,2010-08-01,M,White,1972-01-10,MSB - Management Service Bureau,NULL,7327,Commissioned,NULL
4085,Oscar,Y,Thiel,PROTECTIVE SERVICES OFFICER IV,Retired,2003-06-15,F,Black / African American,1975-04-07,MSB - Management Service Bureau,NULL,10251,Commissioned,NULL
4084,Manuel,D,Jones,PROTECTIVE SERVICES OFFICER IV,Retired,2007-07-08,F,Black / African American,1968-06-10,MSB - Management Service Bureau,NULL,8899,Commissioned,NULL
4083,August,N,Pagac,PROTECTIVE SERVICES OFFICER II,Terminated,2002-01-27,M,Black / African American,1969-09-09,MSB - Management Service Bureau,NULL,9659,Commissioned,3568
4082,Brandt,K,Rempel,PROTECTIVE SERVICES OFFICER II,Retired,1997-11-16,M,Black / African American,1970-11-09,NULL,NULL,9906,Commissioned,NULL
4081,Lottie,Z,Ritchie,PROTECTIVE SERVICES OFFICER I,Terminated,2005-11-13,M,Black / African American,2005-09-04,MSB - Management Service Bureau,NULL,18143,Commissioned,NULL
4080,Otis,I,Dare,PROTECTIVE SERVICES OFFICER I,Terminated,1999-02-05,F,Black / African American,1977-03-28,NULL,NULL,8544,Commissioned,NULL
4079,Marisa,H,Kunde,PROTECTIVE SERVICES OFFICER I,Deceased,1999-02-24,F,Black / African American,1975-05-20,NULL,NULL,10131,Commissioned,NULL
4078,Nikki,O,Fisher,PROTECTIVE SERVICES OFFICER I,Retired,2000-01-15,M,Black / African American,1966-08-29,MSB - Management Service Bureau,NULL,9483,Commissioned,NULL
4077,Rosella,O,Bruen,PROTECTIVE SERVICES OFFICER I,Retired,1999-02-15,F,Black / African American,1970-07-06,NULL,NULL,7771,Commissioned,NULL
4076,Maximillian,B,McGlynn,PROTECTIVE SERVICES OFFICER I,Retired,1998-02-13,F,White,1967-07-17,NULL,NULL,6587,Commissioned,NULL
4075,Virginie,R,Little,DEFAULT,Retired,1997-06-07,M,Black / African American,1970-04-20,NULL,NULL,8178,Commissioned,NULL
4074,Dakota,W,Corwin,PROTECTIVE SERVICES OFFICER I,Terminated,2000-02-27,M,Black / African American,1974-03-29,MSB - Management Service Bureau,NULL,10151,Commissioned,NULL
4073,Melisa,O,O'Keefe,PROTECTIVE SERVICES OFF III,Retired,1999-06-18,F,Black / African American,1969-05-26,ISB - Investigations and Support Bureau,NULL,7106,Commissioned,NULL
4072,Velva,Q,White,PROGRAMMER ANALYST,Active,NULL,F,Hispanic,1987-08-10,Office of the Superintendant,NULL,4673,Non-Commissioned,663
4071,Felix,E,Haley,PRINCIPAL ANALYST I,Terminated,2006-08-20,M,White,2004-01-11,MSB - Management Service Bureau,NULL,16320,Non-Commissioned,NULL
4070,Gaston,A,Kihn,PRINCIPAL ANALYST I,Terminated,2005-10-14,F,Black / African American,2001-06-17,MSB - Management Service Bureau,NULL,13565,Non-Commissioned,NULL
4069,Kirk,M,Dickinson,PRINCIPAL ANALYST I,Terminated,2005-11-27,F,Black / African American,2001-11-11,NULL,NULL,14040,Non-Commissioned,NULL
4068,Isac,K,Dibbert,PRINCIPAL ANALYST I,Terminated,2006-02-19,F,White,2005-08-28,MSB - Management Service Bureau,NULL,18140,Non-Commissioned,NULL
4067,Quinton,B,Weissnat,"POLICE TECHNICIAN,TRAINEE",Terminated,2003-10-05,F,Black / African American,2001-10-22,MSB - Management Service Bureau,NULL,14028,Non-Commissioned,NULL
4066,Jeffery,R,Padberg,"POLICE TECHNICIAN,TRAINEE",Terminated,2005-03-06,F,Black / African American,2004-02-22,MSB - Management Service Bureau,NULL,16377,Non-Commissioned,NULL
4065,Clifton,Y,Grimes,"POLICE TECHNICIAN,TRAINEE",Terminated,2001-12-30,M,White,1999-12-05,FOB - Field Operations Bureau,NULL,11587,Commissioned,NULL
4064,Destin,V,Cummings,"POLICE TECHNICIAN,TRAINEE",Terminated,2012-07-29,F,Black / African American,2009-08-31,MSB - Management Service Bureau,NULL,20313,Non-Commissioned,NULL
4063,Stevie,R,Homenick,"POLICE TECHNICIAN,TRAINEE",Terminated,2008-03-30,F,Black / African American,2008-02-10,FOB - Field Operations Bureau,NULL,19066,Non-Commissioned,NULL
4062,Jimmie,T,Heathcote,"POLICE TECHNICIAN,TRAINEE",Terminated,2003-03-20,F,Black / African American,2001-08-05,ISB - Investigations and Support Bureau,NULL,13855,Non-Commissioned,NULL
4061,Alva,Z,Spinka,"POLICE TECHNICIAN,TRAINEE",Terminated,2006-09-17,F,Black / African American,2004-08-22,MSB - Management Service Bureau,NULL,17147,Non-Commissioned,NULL
4060,Golden,C,Hermiston,"POLICE TECHNICIAN,TRAINEE",Terminated,2013-01-13,F,Black / African American,2008-09-28,ISB - Investigations and Support Bureau,NULL,19562,Non-Commissioned,NULL
